ID,Description,Entry_ID,Comment
SN002364,side; side of body,midaado,
SN002365,cooking-pot,midaano,
SN002366,rib; side,LX001067,
SN002367,reap,midi,with sickle
SN002368,"tear out hair, wool",midi,
SN002369,hurt,LX001068,
SN002370,fellow traveller; companion,miila,
SN002371,oppression,LX001069,
SN002372,oppression,LX001070,
SN002373,be kicked; be oppressed,LX001071,
SN002374,hurt (tr),LX001072,
SN002375,be out of joint; oppress,LX001073,
SN002376,joint,mikita,of hand and foot
SN002377,understand,LX001074,
SN002378,bones,LX001075,
SN002379,answer,LX001076,
SN002380,stroll about; wander,milli_milli_yi,
SN002381,make a trip,milli_milli_yi,
SN002382,take a trip,milli_yi,
SN002383,move (tr),LX001077,
SN002384,trip; stroll,millimillo,
SN002385,move (tr),millisi,
SN002386,unity,mimmito,
SN002387,do smth together,LX001078,
SN002388,wife,minaama,
SN002389,husband,minaanna,the father of the house (mini xanna)
SN002390,father,minaanna,
SN002391,construction of a house,minama,
SN002392,house,mine,
SN002393,build a house,mini,
SN002394,family,mini_manna,the people of the house
SN002395,wife,LX001079,the mother of the house
SN002396,houses,minna,
SN002397,totter,mirmiri,SAED only mirmir-s (CAUS1)
SN002398,be fat,misi,
SN002399,witness,misikkire,
SN002400,picture,misile,
SN002401,pictures,misilla,
SN002402,be despised,LX001080,
SN002403,despise; neglect,LX001081,
SN002404,cause to despise,LX001082,
SN002405,try hard; rub with hands; fortify,LX001083,SAED; G
SN002406,one,mite,
SN002408,be perhaps; do perhaps,miteekki,
SN002409,plead with,LX001085,
SN002410,problem; trouble,mitiimma,
SN002411,trouble (tr),mitiinsi,
SN002412,have problems,LX001086,
SN002413,miscellaneous,mitore_1,
SN002414,something,mitore_2,
SN002415,profit; income,LX001087,
SN002416,one,mitte,
SN002417,once; at once,mitte_higi,
SN002418,at one place,mittenni,
SN002419,on one hand; from one perspective,mittiido,
SN002420,unity,mittimma,
SN002421,one,LX001088,specifically
SN002422,not even one,LX001089,
SN002423,one,mitto,
SN002424,agree in conspiracy,mittoba_tafa_tugi,
SN002425,one thing,LX001090,
SN002426,one by one,mittu_mittunku,
SN002427,one by one,mittu_mittunkunni,
SN002428,one by one,mittu_mittunni,
SN002429,frying-pan,LX001091,
SN002430,harvest for oneself with sickle,LX001092,
SN002431,build a house for oneself,LX001093,
SN002432,hurt oneself,LX001094,
SN002433,2. period of luba; one of the five luba groups,moggisa,
SN002434,wild animal,LX001095,
SN002435,wild animals,LX001095,
SN002436,vertical supporter,LX001096,
SN002437,tomb,moogga,
SN002438,rule; be king,moohi,
SN002439,make king,mookki,
SN002440,dry,moola,
SN002441,dry (itr); be dry,mooli,
SN002442,thief,LX001097,
SN002443,theft,moore,
SN002444,steal,moori,
SN002445,dry (tr),LX001098,
SN002446,masters,moote,
SN002447,"reign; apointed position, office",mootimma,
SN002448,master; lord (religious),LX001099,
SN002449,address to superior,LX001100,
SN002450,bosses; masters,mootoolle,
SN002451,be in authority,LX001101,
SN002452,juice emerging from pressed waasa,LX001102,
SN002453,authority; kingdom,mootumma,
SN002454,bicker,moromami,
SN002455,be contested/disputed; be quarreled,moromami,
SN002456,deny; protest,moromi,
SN002457,bickering,LX001103,
SN002458,hasting person,LX001104,
SN002459,haste; be in a hurry,muddami,
SN002460,speed up,muddi,
SN002461,bush,LX001105,
SN002462,sprout,LX001106,
SN002463,decide for oneself,LX001106,
SN002464,cut oneself; harvest cereals,LX001106,
SN002465,beg forgiveness; be punished,LX001106,throw belt or cloth in front of the offended as sign of repentance; SAED
SN002466,sprout,LX001107,
SN002467,be annoyed,muffi_yi,
SN002468,doze off,mugi,
SN002469,be merciless,mukkurri,
SN002470,clean,mukulleessi,
SN002471,clean,LX001108,
SN002472,contempt; do smth with caution,mulaagisi,
SN002473,kidney,mule_1,
SN002474,proximity,mule_1,
SN002475,near,mule_2,
SN002476,short time afterwards,mulenni,
SN002477,from near,mulinni,
SN002478,make poor,LX001109,
SN002479,undress,LX001110,
SN002480,rob,LX001110,
SN002481,empty,mulla,
SN002482,except a few,LX001111,
SN002483,empty; naked,LX001112,
SN002484,blood,munde,
SN002485,decision,mura,
SN002486,one who is castrated; eunuch,mureessa,
SN002487,cut,muri,
SN002488,decide,muri,
SN002489,kill (fig.),muri,
SN002490,cut in pieces,murmuri,
SN002491,punishment,muro,
SN002492,cause to cut,mursiisi,
SN002493,punish; punish with a fine,mursiisi,
SN002494,be out of joint,LX001113,
SN002495,precious thing,LX001114,
SN002496,doze,muusabi,
SN002497,banana,muuse,
SN002498,boast; praise,naadi,
SN002499,praise,naadisi,
SN002500,be lame,naafi,
SN002501,paralyzed person,LX001115,
SN002502,haughtiness,LX001116,
SN002503,haughty person,LX001117,
SN002504,cause to be proud,LX001118,
SN002505,read,nabbabi,
SN002506,sheaf,nadala,
SN002507,even,nafa,
SN002508,door opening; area in front of the door; family; neighbours,nafara,
SN002509,area in front of the door,nafara,
SN002510,area in front of the door,LX001119,
SN002511,witness,LX001120,
SN002512,make enter; lead into,LX001121,
SN002513,soul,nasse,
SN002514,Neghelli,negelli,
SN002515,1PL,ninke,
SN002516,EMPH,LX001122,
SN002517,exist,no,
SN002518,is,no,
SN002519,AUX,no,
SN002520,and; also,-no_1,
SN002521,also,-no_1,
SN002522,must,noo,
SN002523,have,nooi,
SN002524,they don´t have any excuse,noonsari_dino,
SN002525,Norway,noribe,
SN002526,or,LX001123,
SN002527,king,nugusa,
SN002528,queen,nugusitte,
SN002529,disagreement,LX001124,
SN002530,Paul,LX001125,
SN002531,Pontius Pilatus,LX001126,
SN002532,for; to; at; in; of; because of; concerning,-ra_1,
SN002533,DAT.MOD,-ra_1,
SN002534,whashamacallit; something,raa,
SN002535,complete,raabi,
SN002536,complete for oneself; finish,LX001127,
SN002537,cry,raare,
SN002538,cry; crow (cock),raari,
SN002539,rock (itr); tumble around,raataab,
SN002540,rock (tr),raateessi,
SN002541,revenge,rabba,
SN002542,revenge,rabbisi,
SN002543,revenge,rabbo,
SN002544,direction; side (of leaf etc.),raga,
SN002545,arrange; explain,LX001128,
SN002546,improve,LX001129,
SN002547,inheritance,ragge,
SN002548,heir,LX001130,
SN002549,inherit,LX001131,
SN002550,bequeathe,ragisiisi,
SN002551,hurry; be near,rahi,
SN002552,approach,rahi,
SN002554,same as rah-,raki,
SN002555,be troubled,rakkami,
SN002556,hurry,rakke_rakke_ya,
SN002557,cause trouble,rakkisi,
SN002558,trouble,rakko,
SN002559,carcass; skeleton,LX001132,
SN002560,shake head in astonishment,LX001133,
SN002561,loss,ranta,
SN002562,be hurt (itr),ranti,
SN002563,hurt (tr),rantisi,
SN002564,hang (tr),rarraasi,
SN002565,hang (itr); fall down a precipice,LX001134,
SN002566,fall down a precipice,LX001134,
SN002567,boil (itr),LX001135,
SN002568,be cooked,LX001136,
SN002569,boil (tr); cook,LX001137,
SN002570,evil spirit,reedaana,
SN002571,corpse,LX001138,
SN002572,die,rei,
SN002573,death,reo,
SN002574,stretcher,rere,
SN002575,tie a burden on a donkey,reri,
SN002576,cloth under the load of a donkey,rero,
SN002577,gnaw; rub against,rigi,
SN002578,rub against tree,LX001139,
SN002579,vulture,risa,
SN002580,rub,robi,to separate corn from chaff
SN002581,brother,LX001140,
SN002582,brother,roodo,
SN002583,sister,roodo,
SN002585,better; more; excellent; best,roore,
SN002586,majority,roore,
SN002587,be better; exceed,roori,
SN002588,superior,rooriidi,
SN002589,superiority,roorre,
SN002590,authorities,roorroota,
SN002591,make excellent; cause to exceed,roorsi,
SN002592,most of them,LX001141,
SN002593,student (plural),rosaanto,
SN002594,student; disciple,LX001142,
SN002595,learn; get accustomed to,rosi,
SN002596,teacher,LX001143,
SN002597,teacher (Plural),rosiisaasine,
SN002598,exercise,rosiisama,
SN002599,teach,rosiisi,
SN002600,teaching,LX001144,
SN002601,lesson,roso,
SN002602,silence,ruffi,
SN002603,scold angrily,ruffi,
SN002604,be sharp,LX001145,
SN002605,hot ashes,LX001146,
SN002606,curse each other,rumami,
SN002607,curse,rumi,
SN002608,roots,rumudda,
SN002609,root,LX001147,
SN002610,be rooted; develop root and start growing,LX001148,
SN002611,narrow,LX001149,
SN002612,be narrow; be too small,ruukki,
SN002613,make narrower; take up space,ruukkisi,
SN002614,sly person; jelous person,LX001150,
SN002615,cow,saa,
SN002617,measure,saabe,
SN002618,cattle; cows; domestic animals,saada,
SN002619,cows,saada,
SN002620,contemplate; consider,saadi,
SN002621,open,LX001151,
SN002622,shame,saala,
SN002623,be reluctant; be ashamed; be shy,saalfati,for fear of a higher person
SN002624,hour,saate,
SN002625,absoluteness,sada,
SN002626,for ... sake,sada,
SN002627,"game played with a piece of wood with 12 holes, and stones",LX001152,
SN002628,absolutely,sadi_1,
SN002629,promise,sadi_2,
SN002630,promise,sadisi,
SN002631,sadducees,LX001153,
SN002632,thirty,LX001154,
SN002633,measure,safari,
SN002634,basket,saffe,Made of grass
SN002635,bushel,saffe,"Basket for measuring grain, takes about 10 kg."
SN002636,begin,safi,"housebuilding, ploughing, speaking"
SN002637,food,sagale,
SN002638,food; foodstuff,sagalimma,
SN002639,thick bracelet for women,sagayyo,
SN002640,worship,saggadi,
SN002641,third,saikki,
SN002642,pass on; hand over; transmit; dedicate; serve; betray; cause to pass,saisi,
SN002643,spend,saisi,
SN002644,forgive,LX001155,
SN002645,forgiveness,LX001156,
SN002646,oil,saite,
SN002647,sing,sammari,
SN002648,shut up; keep quiet,sammi_yi,
SN002649,silence (v),LX001157,
SN002650,Sunday; sabbath,sanbata,
SN002651,season; year,sane,
SN002652,look upwards,sangaggi,
SN002653,nose,sano,
SN002654,chain,sansalate,
SN002655,fruitless cereal (species); empty ear of corn,santaata,species
SN002656,coin,sante,value 5 Eth. cents
SN002657,cent(s); small coins,santime,
SN002658,do what is forbidden,LX001158,
SN002659,forbidden action,LX001159,
SN002660,whatever causes one to stumble,LX001160,
SN002661,be tied to a tree; be scandalized,LX001161,
SN002662,entangle; cause to stumble; bind hands and feet,LX001162,
SN002663,tie itself to a tree,LX001163,the animal goes around the tree and gets stuck
SN002664,three,sase,
SN002665,trinity,sasimma,
SN002666,cow,LX001164,
SN002667,pass by; be left over; overcome (difficulty),LX001165,
SN002668,the day before yesterday,LX001166,
SN002669,3SG.F.ACC/DAT,-se,
SN002670,3SG.F.GEN,-se,
SN002671,3T.POSS,-se,
SN002672,daring act,LX001167,
SN002673,well,see,
SN002674,do properly,LX001168,
SN002675,high; long,seeda,
SN002676,long,seeda,
SN002677,be high; be long,seedi,
SN002678,lengthen,seedisi,
SN002679,advise; criticize,LX001169,
SN002680,advise,LX001170,
SN002681,repair,seekki,
SN002682,make suitable,seekki,
SN002683,prepare for oneself,LX001171,
SN002684,girlhood; virginity,seemimma,
SN002685,cloth(es); blanket,seemma,
SN002686,virgin,seemo,
SN002687,female; girls,seenne,
SN002688,law; punishment; excommunication,seera,
SN002689,punishment,seera,
SN002690,excommunication,seera,
SN002691,be punished,LX001172,
SN002692,excommunication,seera_mura,
SN002693,punish with excommunication from society,seera_muri,
SN002694,one who is excommunicated,seera_worronni,
SN002695,be excommunicated,seerami,
SN002696,one who is excommunicated,seerronnihu,
SN002697,adornment,seesa,
SN002698,be suitable; be prepared,sei,
SN002699,be prepared,sei,
SN002700,prepare (tr); make suitable,seikki,see seekk-
SN002701,seminary,seminari,
SN002703,eighty,settao,
SN002704,week,sette_1,-8
SN002705,eight,sette_2,
SN002706,eighth,setti,
SN002707,place_name,Shamanna,
SN002708,iron,sibiila,
SN002709,the Sidaama area; the self-name of its inhabitants,sidaama,
SN002710,a resident of Sidaama,sidaama,
SN002711,former name of the southern province; non indigenous name of the Sidaama people,sidaamo,
SN002712,a Sidaama person,LX001173,
SN002713,rope,siibo,
SN002714,"crush with Keho (shoulder blade of animal, used as tool)",LX001174,
SN002715,cup,siine,
SN002716,calf,siito,
SN002717,rod; stick,LX001175,
SN002718,rod (plural),LX001176,
SN002719,stick (plural),LX001176,
SN002720,paint,silinga,
SN002721,stamp,silingaabi,
SN002722,calculate,silliiti,
SN002723,"bit of ensete root, planted out as seedling",sima,
SN002724,name of a man,sime,
SN002725,branch,sina,
SN002726,wheat,sinde,
SN002727,provisions for the travel,LX001177,
SN002728,branches,sinna,
SN002729,at dusk; as dusk fell (sbdy did smth),LX001178,
SN002730,song,sirba,
SN002731,sing; dance; play,sirbi,
SN002732,seed; descendants,LX001179,
SN002733,fight; attack,LX001180,
SN002734,be involved in fighting,LX001181,
SN002735,fight,LX001181,
SN002736,picture,LX001182,
SN002737,wrongdoing,LX001183,
SN002738,be mistaken,LX001184,
SN002739,lead astray; cause to do wrong,LX001185,
SN002740,cause to do wrong,LX001185,
SN002741,message; letter,sokka,
SN002742,messengers,sokkaano,
SN002743,messenger; angel,LX001186,
SN002744,messengers,sokkaasine,
SN002745,messenger,LX001187,
SN002746,service,LX001188,
SN002747,messenger,LX001189,
SN002748,delegates; apostles,LX001190,
SN002749,serve,LX001191,
SN002750,task,LX001192,
SN002751,send for oneself,LX001193,
SN002752,model; image,sona,
SN002753,meeting place; meeting; court of law; congregation,songo,
SN002754,statue,LX001194,
SN002755,big stone by the road,LX001194,
SN002756,become morning,soodi,
SN002757,dawn 4-6 a.m.; the following morning,soodimaro,
SN002758,morning,soodo,
SN002759,pearls; copper bracelet,soofa,Source: G
SN002760,plane,soofi,"wooden material, skin"
SN002761,leader; the eldest son,sooreessa,
SN002762,leading woman; the eldest daughter,sooreette,
SN002763,be at a loss,soorrami,
SN002764,commit adultery,soorri,
SN002765,change,soorri,
SN002766,change,LX001195,clothes
SN002767,mistake,sora,
SN002768,fail; be mistaken,sori,
SN002769,threshing tool in which one shakes the grain so that the chaff blows away and the wheat falls to the ground,soro,
SN002770,big basket,soro,
SN002771,scrutinize; study carefully,sossi,
SN002772,straight,subado,
SN002773,straight,LX001196,
SN002774,straighten; stand upright; walk straightly,subi,
SN002775,be spliced; follow each other; be stretched out,sufami,
SN002776,splice,sufi,
SN002777,sugar,sukkaare,
SN002778,spin,LX001197,
SN002779,spin for oneself,LX001198,
SN002780,rue,sunkurta,ruta graveolens
SN002781,kiss,LX001199,
SN002782,kiss,LX001200,
SN002783,leather belt,LX001201,for males
SN002784,brain,surre,
SN002785,bitter fruit,LX001202,species
SN002786,be crucified,sutami,
SN002787,crucify,suti,
SN002788,cause to crucify,sutisiisi,
SN002789,lip,suume,
SN002790,agree,LX001203,
SN002791,resound,suuni,big drum
SN002792,flute,suusulle,
SN002793,care; slowness,suuta,
SN002794,slowly; carefully,suutunni,
SN002795,name,LX001204,
SN002796,well-odouring things,LX001205,
SN002797,scent; smell good,LX001206,
SN002798,sand,LX001207,
SN002799,"big pottery vessel for waasa, used in parties",LX001208,
SN002800,thin,LX001209,
SN002801,narrow; thin,LX001210,
SN002802,be thin,LX001211,
SN002803,white,LX001212,
SN002804,white seabird,LX001213,species
SN002805,cabbage,LX001214,
SN002806,overpower; dismiss,LX001215,king
SN002807,make thin (e.g. coffee),LX001216,
SN002808,swarm; shoal,LX001217,
SN002809,Shäwa region,LX001218,
SN002810,be shaken; be stirred; be agitated,LX001219,
SN002811,shake,LX001220,
SN002812,split and scratched leaves,LX001221,waasa making
SN002813,itch (itr),LX001222,
SN002814,be itched; be interested,LX001223,
SN002815,kind persons,LX001224,
SN002816,kind person; mellow,LX001225,
SN002817,fertile,LX001225,soil
SN002818,be tired because of hunger; be fatigued,LX001226,
SN002819,be fertile,LX001226,soil
SN002820,goodness; kindness,LX001227,
SN002821,fertility,LX001228,
SN002822,soften,LX001229,
SN002823,silk,LX001230,
SN002824,linseed,LX001230,
SN002825,creep; crawl,LX001231,
SN002826,lieutenant,LX001232,
SN002827,lieutenants,LX001233,
SN002828,evaluate; calculate,LX001234,
SN002829,little white cup,LX001235,used as ornament
SN002830,wet,LX001236,
SN002831,moisture,LX001237,
SN002832,shaken milk,LX001238,
SN002833,be killed; die,LX001239,
SN002834,ankle,LX001240,
SN002835,youth´s dance,LX001241,females
SN002836,fight each other,LX001242,
SN002837,struggle,LX001243,
SN002838,coward,LX001244,
SN002839,be cowardly,LX001245,
SN002840,shake (itr); shake repeatedly,LX001246,as during an earthquake
SN002841,shake repeatedly,LX001247,
SN002842,turn backwards,LX001248,
SN002843,shed; provisional house,LX001249,
SN002844,Satan; spirit,LX001250,
SN002845,spirit,LX001250,
SN002846,malaria,LX001251,
SN002847,porridge,LX001252,
SN002848,comfort,LX001253,
SN002849,"hang (from tree, ceiling); be troubled; be stuck",LX001254,
SN002850,trouble (tr),LX001255,
SN002851,kill; punish,LX001256,
SN002852,punish,LX001256,
SN002853,war,LX001257,
SN002854,rub,LX001258,
SN002855,rotten leaves; decayed material,LX001259,
SN002856,rub,LX001260,
SN002857,melt; be dissolved,LX001261,
SN002858,small; few,LX001262,
SN002859,a few,LX001262,
SN002860,a little,LX001263,
SN002861,very small,LX001264,
SN002862,small persons or things,LX001265,
SN002863,leaven,LX001266,
SN002864,a_place,LX001266,
SN002865,"Name of high mountain, east of Irgalem. On top of it is an orthodox church",LX001267,
SN002866,ferment,LX001268,sour?
SN002867,yeast,LX001269,
SN002868,melt (tr),LX001270,
SN002869,come nearer,LX001271,
SN002870,bring near; present (tr),LX001272,
SN002871,bring near; present (tr),LX001273,
SN002872,toast maize,LX001274,
SN002873,burnt maize,LX001275,
SN002874,shilling coin,LX001276,"value 50 cents, half a bïrr"
SN002875,be aside,LX001277,
SN002876,cause to kill,LX001278,
SN002877,robber; outlaw,LX001279,
SN002878,ear of corn,LX001280,
SN002879,forty-and,LX001281,
SN002880,forty,LX001282,
SN002881,twisted; disobedient; perverse,LX001283,
SN002882,be twisted,LX001284,trees
SN002883,twistedness,LX001285,
SN002884,twist,LX001286,
SN002885,twistedness,LX001287,
SN002886,humiliated person,LX001288,
SN002887,be humiliated,LX001289,
SN002888,humiliation,LX001290,
SN002889,humiliate,LX001291,
SN002890,peel,LX001292,"inset leaves, eggs, sugar cane, potato, tree"
SN002891,reeds; bamboo,LX001293,
SN002892,sugar cane,LX001294,
SN002893,subdivision of Hollo clan,LX001295,
SN002894,four,LX001296,
SN002895,fourth,LX001297,
SN002896,compassionate,LX001298,
SN002897,compassion,LX001299,
SN002898,roar,LX001300,
SN002899,eat breakfast,LX001301,
SN002900,chase away,LX001302,
SN002901,light; easy,LX001303,burden
SN002902,unintelligent person,LX001304,
SN002903,be easy,LX001305,burden
SN002904,rise abruptly,LX001306,
SN002905,weed,LX001307,
SN002906,urinate,LX001308,
SN002907,before,taaga,
SN002908,be in order,taali,
SN002909,proper; correct,taalo_1,
SN002910,level,taalo_1,
SN002911,correct,taalo_1,
SN002912,even,taalo_1,
SN002913,equal,taalo_1,
SN002914,equality; certainty; truth,taalo_2,
SN002915,direction,taalo_2,
SN002916,midday,taalo_barra,
SN002917,make equal; put in order; make straight; fill,LX001309,
SN002918,keep in order for oneself,LX001310,"road, children"
SN002919,put in order,LX001311,
SN002920,approximate time,LX001312,
SN002921,Tabor Seminary,tabori_seminari,Name of theological school at Awasa
SN002922,buttocks,tafa,
SN002923,cut; interrupt; cross (ocean),taisi,
SN002924,chapter,LX001313,
SN002925,this year,LX001314,
SN002926,proper_name,takilu,
SN002927,do completely; do rapidly,LX001315,
SN002928,early in the night,takkinaate,
SN002929,subdivision of Hollo clan,tamaamo,
SN002930,increase much,LX001316,
SN002931,make a detour; be contageous,taraabi,SAED
SN002932,feel joy; feel gratitude,LX001317,
SN002933,pick out corn by corn,tattaisi,
SN002934,crush,tattaisi,the final kneading of waasa
SN002935,rot; snap; come off,LX001318,SAED
SN002936,interrupt one´s own speech,LX001319,
SN002937,emphasise,LX001320,
SN002938,split (itr); burst,LX001321,"chain, rope, net"
SN002939,snap,LX001321,
SN002940,break,LX001321,
SN002941,break (tr); cut,LX001322,"chain, rope etc."
SN002942,like this,te_gedenni,
SN002943,you,tee,
SN002944,flies,teenne,
SN002945,property; heritage,teesso,"like house, farmland etc."
SN002946,that_(distant),LX001323,
SN002947,that (remote),LX001323,
SN002948,that (distal),LX001323,
SN002949,be shaken; be in uproar,LX001324,
SN002950,shake; scream,LX001325,GT: scream
SN002951,at this time,tenne_1,
SN002952,this,tenne_1,
SN002953,from_this_time_onwards,tenne_2,
SN002954,in this way,tennenni,
SN002955,from this time onwards,tenni,
SN002956,today,teo,
SN002957,after turn,teru_terunni,
SN002958,today,LX001326,
SN002960,COP,LX001328,
SN002961,name of man,tibbo,
SN002962,be loosened for oneself,LX001329,
SN002963,landslide,tige,
SN002964,be demolished,tigi,tige = landslide
SN002965,that (remote),LX001330,
SN002966,do properly,LX001331,
SN002967,hawks,tillaallo,
SN002968,bread,tima,
SN002969,lesson; education,timirte,
SN002970,gather in multitude (itr),LX001332,people
SN002971,this,tini,
SN002972,translator,LX001333,
SN002973,translator,LX001334,
SN002974,solution,tiree,add tiro
SN002975,profit for oneself,LX001335,
SN002976,translation,tirgume,
SN002977,translate,tirgumi,
SN002978,free; release; solve,tiri,
SN002979,fall off,LX001336,
SN002980,relate (tell) in succession,tittiri,
SN002981,visit; control,LX001337,
SN002982,be controlled,toaatami,
SN002983,visit; control; guard against wild animals,toaati,
SN002984,like this,togo,
SN002985,in this way,togonni,
SN002986,such,togoo,
SN002987,eleventh,tonaamiti,
SN002988,ten,tonne,
SN002989,tenth,tonni,
SN002990,Ethiopia,LX001338,
SN002991,confuse (tr),tootaayyaabisi,add active
SN002992,confuse (tr),tootaayyeessi,
SN002993,squeeze,LX001339,waasa
SN002994,fall down,LX001340,
SN002995,be able to do smth,LX001341,"Amh. calä ""be able (to do smth)"""
SN002996,baby who creeps around,LX001342,
SN002997,light,LX001343,
SN002998,twig,LX001344,
SN002999,shadow; reflection in water,LX001345,
SN003000,overshadow,LX001346,
SN003001,shoes,LX001347,
SN003002,be irritated,LX001348,
SN003003,be shadow; enter the shadow,LX001349,
SN003004,iron chain,LX001350,
SN003005,turn; be indifferent,LX001351,
SN003006,iron chain,LX001352,
SN003007,only,LX001353,
SN003008,lone/lonely person,LX001354,
SN003009,alone (pl.),LX001355,
SN003010,small cake,LX001356,"smaller than KeeKalo; not for food, for practice for children; despised name"
SN003011,fish,LX001357,
SN003012,be broken to pieces; rush; stumble over each other,LX001358,
SN003013,collide; throw at; overthrow,LX001359,
SN003014,shout; talk loudly,LX001360,
SN003015,cause unrest,LX001361,
SN003016,noise; shouting,LX001362,
SN003017,stony soil,LX001363,
SN003018,euphorbia,LX001364,
SN003019,tree species,LX001365,calpurmia subdecandra?
SN003020,lazy male,LX001366,
SN003021,lazy female,LX001367,
SN003022,be lazy,LX001368,
SN003023,cause to be lazy,LX001369,
SN003024,birds,LX001370,
SN003025,raise; breed,LX001371,cattle
SN003026,early morning,LX001372,when birds start singing
SN003027,bird,LX001373,
SN003028,push each other,LX001374,
SN003029,small sticks,LX001375,
SN003030,elbow; cubit,LX001376,
SN003031,bush,LX001377,
SN003032,excrements,LX001378,
SN003033,subdivision of hollo clan,LX001379,
SN003034,sprout; blossom,LX001380,
SN003035,bush,LX001381,
SN003036,take a little bit,LX001382,bread
SN003037,elder; judge,LX001383,
SN003038,judge,LX001383,
SN003039,be patient,LX001384,
SN003040,neglect; cool off; be fed up,LX001384,
SN003041,cool off,LX001384,
SN003042,clear one´s throat,LX001385,sign of entering house
SN003043,prosper,LX001386,
SN003044,accumulate; save,LX001387,property; money
SN003045,matter; reason,LX001388,
SN003046,reason,LX001388,
SN003047,for example,LX001389,
SN003048,I have understood it,LX001390,
SN003049,but,LX001391,
SN003050,however,LX001392,
SN003051,conversation,LX001393,
SN003052,converse; discuss,LX001394,
SN003053,talk,LX001394,
SN003054,talkative person,LX001395,
SN003055,talk; tell,LX001396,
SN003056,address/talk to smbdy; start a conversation,LX001397,
SN003057,fat,LX001398,
SN003058,fat,LX001399,
SN003059,taste good,LX001400,
SN003060,good taste,LX001401,
SN003061,please,LX001402,
SN003062,give good taste,LX001403,
SN003063,sweeten for oneself,LX001404,
SN003064,drip,LX001405,
SN003065,purse; sack,LX001406,
SN003066,cleanness; clean item,LX001407,
SN003067,complete,LX001408,
SN003068,make complete,LX001409,
SN003069,absolutely,LX001410,
SN003070,be found in sin,LX001411,
SN003071,sinner,LX001412,
SN003072,cause to sin,LX001413,
SN003073,sin,LX001414,
SN003074,be closed,LX001415,
SN003075,door,LX001416,"the door itself, not the opening (nafara)"
SN003076,close,LX001417,
SN003077,knead,LX001418,
SN003078,white stone,LX001419,
SN003079,nails,LX001420,
SN003080,nail,LX001421,
SN003081,part of Sidaama house,LX001422,
SN003082,"pipe through which one inhales the smoke from the ""burning chamber""",LX001423,
SN003083,baptiser,LX001424,
SN003084,baptism,LX001425,
SN003085,be baptised,LX001426,
SN003086,baptise,LX001427,
SN003087,ring,LX001428,
SN003088,grasp; cling to; stay near,LX001429,
SN003089,skin clothes,tubba,Down from waist. Working-suit
SN003090,spit,tufi,
SN003091,be thrown,tugami,
SN003092,throw; convey gifts to relatives,tugi,
SN003093,throw in own interest,tugi,
SN003094,all,LX001430,
SN003095,reach all; reach to everywhere; be all; finish,LX001431,
SN003096,throwing of food in three directions to the spirits,LX001432,e.g. in the New year feast ficce
SN003097,throw food in (3) different directions (sacrifice); throw for oneself,LX001433,
SN003098,hill; ridge,LX001434,
SN003099,hill,tullo,
SN003100,onion,tuma,
SN003101,thrust (tr); beat,tumi,
SN003102,brew,tumi,
SN003103,forge,tuni,
SN003104,attack with lowered horns,tunsi,ox
SN003105,investigate and know thoroughly,tunsi,
SN003106,blacksmith,LX001435,
SN003107,blacksmith(s),tunto,
SN003108,meet unexpectedly,LX001436,
SN003109,stay,turi,
SN003110,thornbush,tuse,
SN003111,spit; vomit; cough,LX001437,
SN003112,push,tuttugi,
SN003113,skewed pillar supporting the roof,LX001438,
SN003114,support the roof with pillars,LX001439,
SN003115,beam in the roof,LX001440,
SN003116,become dark,tuunsi,
SN003117,darkness,LX001441,
SN003118,darkness,tuunso,
SN003119,brew for oneself,LX001442,
SN003120,now,LX001443,
SN003121,meet; agree,LX001444,
SN003122,connect,LX001445,
SN003123,meeting; relationship,LX001446,
SN003124,be written,LX001447,
SN003125,write,LX001448,
SN003126,cause to be written,LX001449,
SN003127,now,LX001450,
SN003128,at that time,LX001451,
SN003129,now,LX001451,
SN003130,wrap up (a baby),LX001452,
SN003131,roll together,LX001452,
SN003132,light,LX001453,
SN003133,light,LX001454,
SN003134,shine,LX001455,
SN003135,explanation,LX001456,
SN003136,cause to shine; explain,LX001457,lit. make light
SN003137,explain,LX001457,
SN003138,field,LX001458,not necessarily cultivated
SN003139,in the field; outside; clearly; openly,LX001459,
SN003140,honey-wine,LX001460,
SN003141,scratch oneself,LX001461,"with nails, thorns etc"
SN003142,rumble (as thunder); talk loudly,LX001461,
SN003143,sly person; cheater,LX001462,
SN003144,be cunning,LX001463,
SN003145,cunning,LX001464,
SN003146,story; miracle,LX001465,
SN003147,wonder (v); be surprised; be amazed,LX001466,
SN003148,tell stories,LX001467,
SN003149,spectacularly,LX001468,
SN003150,doctor,LX001469,
SN003151,doctor,LX001470,
SN003152,treat an illness; cause to recover,LX001471,
SN003153,receive medical treatment,LX001472,
SN003154,medicine,LX001473,
SN003155,hospital; clinic,LX001474,
SN003156,the whole; general,LX001475,
SN003157,be useful,LX001476,
SN003158,clean,LX001477,water
SN003159,be clean,LX001478,"about water, threshing-place"
SN003160,cleanness,LX001479,
SN003161,clean,LX001480,
SN003162,pancake,LX001481,"thin, made on mäTad"
SN003163,oath; vow,LX001482,
SN003164,fulfil the promise given in a vow; sacrifice an animal as fulfilment of vow,LX001483,
SN003165,collect (itr); gather,LX001484,"water, people"
SN003166,gather,LX001484,
SN003167,collect (tr),LX001485,
SN003168,wrongness; falseness,LX001486,
