ID,Language_ID,Headword,Part_Of_Speech,Construction,Entry_IDs,Etymology,Gloss,Morpheme_Breaks,Morphological_Structure,Official_Orthography,Type,Variant_Form
LX001591,sid,wenenʧo,Noun,,,,digging.tool-SGLT,wenen-ʧo,wenen-co (SGLT),wenencho,K (MASC),
widiidi,sid,widiidi,adjective,,,,side-DER,wid(o)-iidi,wid(o)-iidi (DER),widiidi,,
widinni,sid,widinni,adverbial,,,,side-OBL-ABL,wid(o)-i-nni,wid(o)-i (OBL)-nni (ABL),widinni,,
widira,sid,widira,adverbial,,,,side-OBL-DAT,wid(o)-i-ra,wid(o)-i (OBL)-ra (DAT),widira,,
wido,sid,wido,Noun,,,,,,,wido,K (MASC) ; T (FEM),
widonni,sid,widonni,adverbial,,,,side-ABL,wido-nni,wido-nni (ABL),widonni,,
LX001592,sid,wiʤʤo,Noun,,,,,,,wijjo,K (MASC),
wiinni,sid,wiinni,adverbial,,,,-LOC-OBL-ABL,-b(a)-i-nni,-b(a) (LOC)-i (OBL)-nni (ABL),wiinni,,
wiisi,sid,wiisi,Verb,,,,,,,wiisi,,
LX001593,sid,wiiʧinni,adverbial,,,,-LOC-SGLT-OBL-ABL,-ba-iʧʧ(o)-i-nni,-ba (LOC)-icc(o) (SGLT)-i (OBL)-nni (ABL),wiichinni,,
wiliile,sid,wiliile,Noun,,,,,,,wiliile,T (FEM),
wiliili,sid,wiliili,Verb,,,,,,,wiliili,,
LX001594,sid,wiliiʔliʧʧo,Noun,,,,lambs-SGLT,wiliiʔl(e)-iʧʧo,wiliixl(e)-icco (SGLT),wilii’lichcho,K (MASC)/T (FEM),
winni,sid,winni,adverbial,,,,place-OBL-ABL,w(a)-i-nni,w(a) ('place')-i (OBL)-nni (ABL),winni,,
wiri,sid,wiri,Verb,,,,,,,wiri,,
wirri_yi,sid,wirri yi,Verb,,,,IDEO say,wirri y-,,wirri yi,COMP,
LX001595,sid,wirri ʔassi,Verb,,,,IDEO do,wirri ʔass-,,wirri assi,COMP,
LX001596,sid,wiʧʧinni,adverbial,,,,,,,wichchinni,,
LX001597,sid,witʼa,Noun,,,,,,,wixa,K (MASC) ; K (MASC),
LX001598,sid,witʼi,Verb,,,,,,,wixi,,
LX001599,sid,witʼiɗi,Verb,,,,sow-AB-,witʼ-iɗ-,wiT-iD (AB)-,wixi’ri,AB,
LX001600,sid,wiʔli,Verb,,,,,,,wi’li,,
wobaansi,sid,wobaansi,Verb,,,,winds-VBLZ,wobaan(a)-s,wobaan(a)-s (VBLZ)-,wobaansi,,
LX001601,sid,wobaanʧo,Noun,,,,winds-DER.SGLT,wobaan-ʧo,wobaan-co (DER.SGLT),wobaancho,T (FEM),
LX001602,sid,wobansaanʧo,Noun,,,,winds-CAUS-INS-SGLT,wobaan-s-aan-ʧo,wobaan-s (CAUS)-aan (INS)-co (SGLT),wobaansaancho,T (FEM),
LX001603,sid,wodaambiʧʧo,Noun,,,,whips-SGLT,wodaamb(e)-iʧʧo,wodaamb(e)-icco (SGLT),wodaambichcho,K (MASC),
wodaare,sid,wodaare,Noun,,,,,,,wodaare,T (FEM),
wodami,sid,wodami,Verb,,,,buy.back-PAS-,wod-am-,wod-am (PAS)-,wodami,PAS,
wodana,sid,wodana,Noun,,,,,,,wodana,K (MASC),
LX001604,sid,wodana woɗɗi,Verb,,,,heart place-AB-,wodana wor-ɗ-,wodana wor-D (AB)-,wodana wodhi,AB,
LX001605,sid,wodana ʔassi,Verb,,,,heart do,wodana ʔass-,wodana xass-,wodana assi,COMP,
LX001606,sid,wodanasi ʔiti,Verb,,,,heart-POSS.3K eat-,wodana-si ʔit-,wodana-si (POSS.3K) xit-,wodanasi iti,,
wodanibeeli,sid,wodanibeeli,Verb,,,,heart-LNK-be.without,wodan(a)-i-beel-,wodan(a)-i (LNK)-beel ('be without')-,wodaniweeli,,
wodanibeelo,sid,wodanibeelo,Noun,,,,heart-LNK-be.without-DER,wodan(a)-i-beel-o,wodan(a)-i (LNK)-beel ('be without')-o (DER),wodaniweelo,K (MASC),
LX001607,sid,wodanʧi,Verb,,,,heart-VBLZ-,wodan(a)-ʧ-,wodan(a)-c (VBLZ)-,wodanchi,,
LX001608,sid,wodasinʧo,Noun,,,,buy.back-AG-SGLT,wod-asin-ʧo,wod-asin (AGNT)-co (SGLT),wodasincho,K (MASC),
wodi,sid,wodi,Verb,,,,,,,wodi,,
wodo,sid,wodo,Noun,,,,buy.back-DER,wod-o,wod-o (DER),wodo,K (MASC) ; K (MASC),
LX001609,sid,woʤigra,Noun,,,,,,,wojigra,K (MASC),
LX001610,sid,woɗɗi,Verb,,,,place-AB-,wor-ɗ-,wor-D (AB)-,wodhi,AB,
LX001611,sid,woɗɗo,Noun,,,,place-AB-DER,wor-ɗ-o,wor-D (AB)-o (DER),wodho,T (FEM),
woffi_yi,sid,woffi yi,Verb,,,,IDEO say,woffi y-,,woffi yi,COMP,
woga,sid,woga,Noun,,,,,,,woga,T (FEM),
wogaamo,sid,wogaamo,Noun,,,,law-DER,wog(a)-aamo,wog(a)-aamo (DER),wogaamo,K (MASC),
wogane,sid,wogane,Noun,,,Amharic wägän 'group',,,,wogane,T (FEM),
woi,sid,woi,gram,,,,,,,woyi,CONJUNCTION,
LX001612,sid,woinʃo,Noun,,,,,,,woyinsho,K (MASC),
woite_1,sid,woite,Noun,,,,,,,woyite,T (FEM),
woite_2,sid,woite,postposition,,,,,,,woyite,,
woite_3,sid,woite,subordinator,,,,,,,woyite,,
LX001613,sid,wokʼkʼasi,Verb,,,Amharic wäkk'äsä 'rebuke',,,,woqqasi,,
wolaasi,sid,wolaasi,Verb,,,,,,,wolaasi,,
LX001614,sid,wolabiʧʧo,Noun,,,,be.free-DER.SGLT,wolab-iʧʧo,wolab-icco (DER.SGLT),wolawichcho,K (MASC),
wolambina,sid,wolambina,Noun,,,,be.free-DER-ABSTR,wolab-n(e)-ina,wolab-n(e) (DER)-ina (ABSTR),wolambina,T (FEM),
LX001615,sid,wolapʼpʼi,Verb,,,,be.free-AB-,wolab-ɗ-,wolab-D (AB)-,wolaphi,AB,
wolassi,sid,wolassi,Verb,,,,be.free-CAUS-,wolab-s-,wolab-s (CAUS)-,wolassi,CAUS,
wole,sid,wole,adjective,,,,,,,wole,,
woleba,sid,woleba,adverbial,,,,other-LOC,wole-ba,wole-ba (LOC),wolewa,,
LX001616,sid,wolkʼa,Noun,,,,,,,wolqa,T (FEM),
LX001617,sid,wolkʼate yi,Verb,,,,power-DAT say-,wolkʼa-te y-,wolKa-te (DAT) y-,wolqate yi,COMP,
woma,sid,woma,Noun,,,,,,,woma,K (MASC) ; T (FEM),
LX001618,sid,womaaʃʃa,Noun,,,,,,,womaashsha,K (MASC),
womi,sid,womi,Verb,,,,,,,womi,,
womme,sid,womme,proper noun,,,,,,,womme,,
wona,sid,wona,adjective,,,,,,,wona,,
wonallo,sid,wonallo,Noun,,,,,,,wonallo,T (FEM),
wonanku,sid,wonanku,adverbial,,,,former-NR.GEN,wona-nku,wona-nku (NR.GEN),wonanku,,
wondo,sid,wondo,proper noun,,,,,,,wondo,,
LX001619,sid,wonkʼo,Noun,,,,,,,wonqo,T (FEM),
LX001620,sid,wonʃi,Verb,,,,become.great.grandfather-CAUS-,wom-s-,wom-s (CAUS)-,wonshi,CAUS,
woobe,sid,woobe,Noun,,,,,,,woowe,,
woote,sid,woote,subordinator,,,,,,,woote,,
wooyya_1,sid,wooyya,Noun,,,,,,,wooyya,T (FEM),
wooyya_2,sid,wooyya,adjective,,,,,,,wooyya,,
LX001621,sid,wooyya ʔafiɗi,Verb,,,,improvement see-AB,wooyya ʔaf-iɗ,wooyya xaf-iD (AB),wooyya afi’ri,,
wooyyi,sid,wooyyi,Verb,,,,,,,wooyyi,,
wooyyisi,sid,wooyyisi,Verb,,,,be.better-CAUS-,wooyy-is-,wooyy-is (CAUS)-,wooyyisi,CAUS,
woraamma,sid,woraamma,Noun,,,,ox-PL,woraam(o)-ma,woraam-ma (PL),woraamma,T (FEM),
woraamo,sid,woraamo,Noun,,,,,,,woraamo,K (MASC),
LX001622,sid,worakʼata,Noun,,,Amharic wäräk'ät 'paper',,,,woraqata,K (MASC),
LX001623,sid,woranʧa,Noun,,,,,,,worancha,K (MASC),
worba,sid,worba,Noun,,,,,,,worba,K (MASC),
worbi,sid,worbi,Verb,,,,,,,worbi,,
worbimma,sid,worbimma,Noun,,,,clever.person-ABSTR,worb(a)-imma,worb(a)-imma (ABSTR),worbimma,T (FEM),
LX001624,sid,worʤe,Noun,,,,,,,worje,T (FEM),
wori,sid,wori,Verb,,,,,,,wori,,
woriidi,sid,woriidi,adjective,,,,lower.part-DER,wor(o)-iidi,wor(o)-iidi (DER),woriidi,,
worime,sid,worime,Noun,,,,,,,worime,T (FEM),
LX001625,sid,woriʧʧo,Noun,,,,lower.part-SGLT,wor(o)-iʧʧo,wor(o)-icco (SGLT),worichcho,K (MASC),
LX001626,sid,workʼe,Noun,,,Amharic wärk' 'gold',,,,worqe,T (FEM),
woro,sid,woro,Noun,,,,,,,woro,T (FEM),
woronni,sid,woronni,adverbial,,,,lower.part-ABL,woro-nni,woro-nni (ABL),woronni,,
wororritte,sid,wororritte,Noun,,,,down-DER,woro-rritte,,wororritte,T (FEM),
worragana,sid,worragana,Noun,,,,,,,worragana,K (MASC),
LX001627,sid,worrakʼa,Noun,,,,,,,worraqa,K (MASC),
wosina,sid,wosina,Noun,,,,,,,wosina,K (MASC),
LX001628,sid,wosinaʔmi,Verb,,,,guest-PAS-AB-,wosin-am-ɗ-,wosin-am (PAS)-D (AB)-,wosina’mi,AB,
LX001629,sid,wosinʧimma,Noun,,,,guest-SGLT-ABSTR,wosin-ʧ(o)-imma,wosin-c(o) (SGLT)-imma (ABSTR),wosinchimma,T (FEM),
wossanami,sid,wossanami,Verb,,,,decide-PAS-,wossan-am-,wossan-am (PAS)-,wossanami,PAS,
wossani,sid,wossani,Verb,,,Amharic wässänä 'decide',,,,wossani,,
LX001630,sid,woʃi,Verb,,,,,,,,,
LX001631,sid,woʃʃaadda,Noun,,,,,,,,,
LX001632,sid,woʃʃaadi,Verb,,,,,,,woshshaadi,,
LX001633,sid,woʃʃaado,Noun,,,,,,,woshshaado,T (FEM),
LX001634,sid,woʃʃami,Verb,,,,call-PAS-,woʃʃ-am-,woSS-am (PAS)-,woshshami,PAS,
LX001635,sid,woʃʃatto,Noun,,,,call-ABSTR,woʃʃ-atto,woSS-atto (ABSTR),woshshatto,T (FEM),
LX001636,sid,woʃʃi,Verb,,,,,,,woshshi,,
LX001637,sid,woʃʃiɗi,Verb,,,,call-AB-,woʃʃ-iɗ-,woSS-iD (AB)-,woshshi’ri,AB,
LX001638,sid,woʃʃiʧʧo,Noun,,,,dogs-SGLT,woʃʃ(a)-iʧʧo,woSS(a)-icco (SGLT),woshshichcho,K (MASC)/T (FEM),
wote,sid,wote,Noun,,,,,,SUB,wote,T (FEM),
wotenni,sid,wotenni,adverbial,,,,as.for-ABL,wote-nni,wote-nni (ABL),wotenni,,
LX001639,sid,wotʼabati,Verb,,,,,,,woxawati,,
LX001640,sid,wotʼarati,Verb,,,,,,,woxarati,,
LX001641,sid,wotʼe,Noun,,,,,,,woxe,K (MASC),
LX001642,sid,wotʼu hiito,Noun,,,,time-GEN girdle,wotʼ(e)-u hiito,woT(e)- u (GEN) hiito,woxu hiito,,
LX001643,sid,woʔma,adjective,,,,,,,wo’ma,,
LX001644,sid,woʔmanka,Noun,,,,,,,,,
LX001645,sid,woʔmi,Verb,,,,,,,wo’mi,,
LX001646,sid,woʔmunku,Noun,,,,,,,,,
LX001647,sid,woʔmunkuriʧʧo,Noun,,,,all-NR-SGLT,woʔm(a)-unku-riʧʧo,woxm(a)-unku (NR)-ricco (SGLT),wo’munkurichcho,K (MASC),
LX001648,sid,woʔnaali,Verb,,,,,,,wo’naali,,
yaaddo,sid,yaaddo,Noun,,,,be.preoccupied-DER,yaad-do,yaad-do (DER),yaaddo,T (FEM),
yaadi,sid,yaadi,Verb,,,,,,,yaadi,,
yaamami,sid,yaamami,Verb,,,,say-PAS-,yaam-am-,yaam ('say')-am (PAS)-,yaamami,PAS,
yabaabula,sid,yabaabula,Noun,,,,,,,yawaawula,T (FEM),
yabaabula_meente,sid,yabaabula meente,Noun,,,,,,,yawaawula meente,T (FEM),
yanna,sid,yanna,Noun,,,,,,,yanna,T (FEM),
yannota_habi,sid,yannota habi,Verb,,,,say-IMPF.3K-NR.T forget-,y-anno-ta hab-,y-anno (IMPF.3K)-ta (NR.T) hab-,yannota hawi,,
yari,sid,yari,Verb,,,,,,,yari,,
LX001649,sid,yaʔi,Verb,,,,,,,ya’i,,
LX001650,sid,yeebiʃama,Noun,,,,boast-PAS-INF,yeebiʃ-am-a,yeebiS-am (PAS)-a (INF=N),yeebishama,T (FEM),
LX001651,sid,yeebiʃami,Verb,,,,boast-PAS-,yeebiʃ-am-,yeebiS-am (PAS)-,yeebishami,PAS,
yeedaala,sid,yeedaala,Noun,,,,,,,yeedaala,T (FEM),
yemahe,sid,yemahe,Noun,,,,,,,yemahe,K (MASC),
yemakko,sid,yemakko,Noun,,,,rats-SGLT,yemah-ko,yemah-ko (SGLT),yemakko,K (MASC),
yesusa,sid,yesusa,proper noun,,,,,,,yesusa,,
yi,sid,yi,Verb,,,,,,,yi,,
LX001652,sid,yihudiʧʧo,Noun,,,,Jews-SGLT,yihud(a)-iʧʧo,yihud(a)-icco (SGLT),yihudichcho,K (MASC),
yobolo,sid,yobolo,Noun,,,,,,,yowolo,T (FEM),
yogori,sid,yogori,Verb,,,,,,,yogori,,
yohannisi,sid,yohannisi,Noun,,,,,,,,,
yoo_1,sid,yoo,Noun,,,,,,,yoo,T (FEM),
yoo_2,sid,yoo,Noun,,,,,,,,,
yori,sid,yori,Verb,,,,,,,yori,,
yorma,sid,yorma,Noun,,,,desire-ABSTR,yor-ma,yor-ma (ABSTR),yorma,T (FEM),
yorto,sid,yorto,Noun,,,,desire-ABSTR,yor-to,yor-to (ABSTR),yorto,T (FEM),
LX001653,sid,ʔaa,Verb,,,,,,,aa,,
LX001654,sid,ʔaaba,Noun,,,Amharic ab 'divine father',,,,aawa,K (MASC),
LX001655,sid,ʔaabbo,Noun,,,,,,,aabbo,K (MASC),
LX001656,sid,ʔaaga,Noun,,,,,,,aaga,T (FEM),
LX001657,sid,ʔaamami,Verb,,,,,,,aamami,PAS,
LX001658,sid,ʔaana,Noun,,,,be.near-INF,ʔaan-a,xaan-a (INF=N),aana,K (MASC),
LX001659,sid,ʔaana,postposition,,,,be.near-INF,ʔaan-a,xaan-a (INF=N),aana,K (MASC),
LX001660,sid,ʔaanaho,adverbial,,,,on-DAT,ʔaana-ho,xaana-ho (DAT),aanaho,,
LX001661,sid,ʔaani,Verb,,,,,,,aani,,
LX001662,sid,ʔaanʧi,Verb,,,,be.near-CAUS-,ʔaan-ʧ-,xaan-c (CAUS)-,aanchi,,
LX001663,sid,ʔaayyo,Noun,,,,,,,aayyo,K (MASC),
LX001664,sid,ʔabaado,Noun,,,,,,,awaado,K (MASC),
LX001665,sid,ʔabaasa,proper noun,,,,,,,awaasa,K (MASC),
LX001666,sid,ʔabaaʧʧo,Noun,,,,craftsmen-SGLT,ʔabaad(o)-ʧo,xabaad(o)-co (SGLT),awaachcho,K (MASC),
LX001667,sid,ʔabbado,Noun,,,,,,,abbado,T (FEM),
LX001668,sid,ʔabbi,Verb,,,,,,,abbi,,
LX001669,sid,ʔabbiɗi,Verb,,,,bring-AB-,ʔabb-iɗ-,xabb-iD (AB)-,abbi’ri,AB,
LX001670,sid,ʔabbisiisi,Verb,,,,begin-CAUS-,ʔabb-isiis-,xabb-isiis (CAUS)-,abbisiisi,CAUS,
LX001671,sid,ʔabbisiisiɗi,Verb,,,,begin-CAUS-AB-,ʔabb-isiis-iɗ-,xabb-isiis (CAUS)-iD (AB)-,abbisiisi’ri,AB,
LX001672,sid,ʔabbiʧʧo,Noun,,,,,,,abbichcho,K (MASC),
LX001673,sid,ʔabbo,Noun,,,,,,,abbo,K (MASC),
LX001674,sid,ʔabboʃʃi,Verb,,,,,,,abboshshi,,
LX001675,sid,ʔabboʃʃiɗi,Verb,,,,criticize.for.small.matters-AB-,ʔabboʃʃ-iɗ-,xabboSS-iD (AB)-,abboshshi’ri,AB,
LX001676,sid,ʔabura,Noun,,,,,,,awura,K (MASC),
LX001677,sid,ʔaburaami,proper noun,,,,,,,awuraami,,
LX001678,sid,ʔabuube,Noun,,,,,,,awuuwe,T (FEM),
LX001679,sid,ʔabuyya,Noun,,,,,,,awuyya,K (MASC),
LX001680,sid,ʔada,Noun,,,,,,,ada,T (FEM),
LX001681,sid,ʔadaada,Noun,,,,,,,adaada,T (FEM),
LX001682,sid,ʔadaami,proper noun,,,,,,,ʔadaam,,
LX001683,sid,ʔadaare,proper noun,,,,,,,adaare,,
LX001684,sid,ʔadalʧo,Noun,,,,species.of.yellow.flower-SGLT,ʔadal(e)-ʧo,xadal(e)-co (SGLT),adalcho,K (MASC),
LX001685,sid,ʔaddalo,Noun,,,,,,,addalo,T (FEM),
LX001686,sid,ʔaddama,adjective,,,,,,,addama,,
LX001687,sid,ʔadde,Noun,,,,,,,adde,K (MASC),
LX001688,sid,ʔaddibula,Noun,,,,,,,addibula,K (MASC),
LX001689,sid,ʔaddifula,Noun,,,,,,,addifula,K (MASC),
LX001690,sid,ʔaddinni,adverbial,,,,distinct-ABL,ʔadd-inni,xadd-inni (ABL),addinni,,
LX001691,sid,ʔaddis ʔababa,Noun,,,Amharic addis abäba,,,,addis awawa,K (MASC),
LX001692,sid,ʔado,Noun,,,,,,,ado,T (FEM),
LX001693,sid,ʔaduma,Noun,,,,plot(V)-DER,ʔadum-a,xadum-a (DER),aduma,K (MASC),
LX001694,sid,ʔadurre,Noun,,,,,,,adurre,T (FEM),
LX001695,sid,ʔadurriʧʧo,Noun,,,,cats-SGLT.K,ʔadurr(e)-iʧʧo,xadurr(e)-icco (SGLT.K),adurrichcho,K (MASC),
LX001696,sid,ʔadurritte,Noun,,,,cats-SGLT.T,ʔadurr(e)-itte,xadurr(e)-itte (SGLT.T),adurritte,T (FEM),
LX001697,sid,ʔaʤa,adjective,,,,,,,,,
LX001698,sid,ʔaʤi,Verb,,,,,,,aji,,
LX001699,sid,ʔaʤiʃiiʃi,Verb,,,,diminish-CAUS-,ʔaʤ-isiis-,xaj-isiis (CAUS)-,ajishiishi,CAUS,
LX001700,sid,ʔaʤuuda,Noun,,,,,,,ajuuda,T (FEM),
LX001701,sid,ʔaʤuuʤa,Noun,,,,,,,ajuuja,T (FEM),
LX001702,sid,ʔaʤuuʤisi,Verb,,,,vision-DER.CAUS-,ʔaʤuuʤ(a)-is-,xajuuj(a)-is (DER.CAUS)-,ajuujisi,CAUS,
LX001703,sid,ʔaʤuuʤiʃi,Verb,,,,vision-DER.CAUS-,ʔaʤuuʤ(a)-is-,xajuuj(a)-is (DER.CAUS)-,ajuujishi,CAUS,
LX001704,sid,ʔaɗɗama,Noun,,,,be.given.in.marriage-INF,ʔaɗɗam-a,xaDDam-a (INF=N),adhama,T (FEM),
LX001705,sid,ʔaɗɗami,Verb,,,,take-PAS-,ʔaɗɗ-am-,xaDD-am (PAS)-,adhami,,
LX001706,sid,ʔaɗɗara huuʧʼʧʼiɗi,Verb,,,,take-PINF.3K-DAT pray-AB-,ʔaɗɗ-a-ra huuʧʼʧʼiɗ-,xaDD-a (PINF.3K)-ra (DAT) huuCC-iD (AB)-,adhara huucci’ri,,
LX001707,sid,ʔaɗɗi,Verb,,,,,,,adhi,,
LX001708,sid,ʔae,Pronoun,,,,whoever-ACC,ʔa(i)-e,xa(i)-e (ACC),aye,INTERROGATIVE,
LX001709,sid,ʔae,Pronoun,,,,who-PL,ʔae-o,xae-o (PL),ayeyo,PERSONAL,
LX001710,sid,ʔae,interrogative,,,,,,,aye,INTERROGATIVE,
LX001711,sid,ʔae …-no,adverbial,xae N-no 'every N',,,,,,aye …-no,,
LX001712,sid,ʔae yannara,adverbial,,,,who time-DAT,ʔae yanna-ra,xae (PRON) yanna-ra (DAT),aye yannara,,
LX001713,sid,ʔaeno,Pronoun,,,,who-also,ʔae-no,xae (PRON)-no ('also'),ayeno,,
LX001714,sid,ʔaf,adverbial,,,,,,,af,,
LX001715,sid,ʔafaafiɗi,Verb,,,,mouth-REDUPL-DER.AB-,ʔaf-ʔaaf(oo)-iɗ-,xaf (REDUPL)-xaaf(oo)-iD (DER.AB)-,afaafi’ri,AB,
LX001716,sid,ʔafaafo,Noun,,,,mouth-REDUPL,ʔaf-ʔaafo,xaf (REDUPL)-xaafo,afaafo,T (FEM),
LX001717,sid,ʔafalaale,Noun,,,Amharic afalale 'clay pot',,,,afalaale,T (FEM),
LX001718,sid,ʔafami,Verb,,,,see-PAS-,ʔaf-am-,xaf-am (PAS)-,afami,PAS,
LX001719,sid,ʔafi,Verb,,,,,,,afi,,
LX001720,sid,ʔafibbeelo,adjective,,,,understanding-EPEN-without,ʔaf-i-beelo,xaf- ('understanding')-i (EPEN)-beelo ('without'),afibbeelo,,
LX001721,sid,ʔafiɗi,Verb,,,,see-AB-,ʔaf-iɗ-,xaf-iD (AB)-,afi’ri,AB,
LX001722,sid,ʔafii hooʔli,Verb,,,,mouth-OBL-ABL prevent-AB-,ʔaf(oo)-i-nni hool-ɗ-,xaf(oo)-i (OBL)-nni (ABL) hool-D (AB)-,afii hoo’li,,
LX001723,sid,ʔafiira ʔofolli,Verb,,,,mouth-OBL-DAT sit,ʔaf(oo)-ii-ra ʔofoll-,xaf(oo)-ii (OBL)-ra (DAT) xofoll ('sit')-,afiira ofolli,,
LX001724,sid,ʔafimala,adjective,,,,understanding-EPEN-without,ʔaf-i-mala,xaf- ('understanding')-i (EPEN)-mala ('without'),afimala,,
LX001725,sid,ʔafisi,Verb,,,,see-CAUS-,ʔaf-is-,xaf-is (CAUS)-,afisi,CAUS,
LX001726,sid,ʔafisiisi,Verb,,,,see-CAUS-,ʔaf-isiis-,xaf-isiis (CAUS)-,afisiisi,CAUS,
LX001727,sid,ʔafo,Noun,,,,,,,afo,K (MASC),
LX001728,sid,ʔafo saʔi,Verb,,,,mouth pass,ʔafo saʔ-,xafo sax ('pass')-,afo sa’i,,
LX001729,sid,ʔafo tʼaadi,Verb,,,,mouth meet,ʔafo tʼaad-,xafo Taad-,afo xaadi,,
LX001730,sid,ʔafo wonʃi,Verb,,,,mouth fill-CAUS,ʔafo wom-s,xafo wom ('fill')-s (CAUS),afo wonshi,,
LX001731,sid,ʔafoho ʔofolli,Verb,,,,mouth-DAT sit,ʔafo-ho ʔofoll-,xafo-ho (DAT) xofoll ('sit')-,afoho ofolli,,
LX001732,sid,ʔafoho ʔuurri,Verb,,,,mouth-DAT stand,ʔafo-ho ʔuurr-,xafo-ho (DAT) xuurr ('stand')-,afoho uurri,,
LX001733,sid,ʔafoo dalli,Verb,,,,mouth judge,ʔafoo dall-,xafoo dall-,afoo dalli,,
LX001734,sid,ʔagaɗɗi,Verb,,,,wait-AB-,ʔagar-ɗ-,xagar-D (AB)-,agadhi,AB,
LX001735,sid,ʔagana,Noun,,,,,,,agana,K (MASC),
LX001736,sid,ʔagaraanʧo,Noun,,,,wait-AG-SGLT,ʔagar-aan-ʧo,xagar-aan (AGNT)-co (SGLT),agaraancho,K (MASC),
LX001737,sid,ʔagari,Verb,,,,,,,agari,,
LX001738,sid,ʔagaʃʃo,Noun,,,,stem-SGLT,ʔagada-ʃo,xagada-So (SGLT),agashsho,T (FEM),
LX001739,sid,ʔaggatʼtʼi,Verb,,,,,,,aggaxxi,,
LX001740,sid,ʔagi,Verb,,,,,,,agi,,
LX001741,sid,ʔago,Noun,,,,drink-DER,ʔag-ɗER,xag-DER,ago,K (MASC),
LX001742,sid,ʔaguɗɗi,Verb,,,,leave-AB-,ʔagur-ɗ-,xagur-D (AB)-,agudhi,AB,
LX001743,sid,ʔaguri,Verb,,,,,,,aguri,,
LX001744,sid,ʔagurranna,adverbial,,,,leave-PTCPL.US-and,ʔagur-na-nna,xagur-na (PTCPL.US)-nna ('and'),agurranna,,
LX001745,sid,ʔagurrina,adverbial,,,,leave-PFV.US-and,ʔagur-ni-na,xagur-ni (PFV.US)-na ('and'),agurrina,,
LX001746,sid,ʔahaho,Noun,,,,,,,ahaho,K (MASC),
LX001747,sid,ʔai,Pronoun,,,,,,,ayi,INDEFINITE,
LX001748,sid,ʔaiddaama,Noun,,,,family-mother,ʔaidd(e)-(ʔ)ama,xaidd(e)-(x)ama,ayiddaama,T (FEM),
LX001749,sid,ʔaidde,Noun,,,,,,,ayidde,K (MASC),
LX001750,sid,ʔaiddumme,Noun,,,,,,,ayiddumme,T (FEM),
LX001751,sid,ʔaihuda,Noun,,,,,,,ayihuda,K (MASC),
LX001752,sid,ʔainate,Noun,,,Amharic aynät 'kind',,,,ayinate,K (MASC),
LX001753,sid,ʔairrado,adjective,,,,be.heavy-DER,ʔairr-ado,xairr-ado (DER),ayirrado,,
LX001754,sid,ʔairri,Verb,,,,,,,ayirri,,
LX001755,sid,ʔairriɲɲe,Noun,,,,be.heavy-ABSTR,ʔairr-iɲɲe,xairr-iNNe (ABSTR),ayirrinye,K (MASC),
LX001756,sid,ʔairrisi,Verb,,,,be.heavy-CAUS,ʔairr-is-,xairr-is (CAUS)-,ayirrisi,CAUS,
LX001757,sid,ʔairrisiɗi,Verb,,,,honour-AB-,ʔairris-iɗ-,xairris-iD (AB)-,ayirrisi’ri,AB,
LX001758,sid,ʔakaaki,Verb,,,,,,,akaaki,,
LX001759,sid,ʔakkala,adjective,,,,,,,akkala,,
LX001760,sid,ʔakkata,Noun,,,,,,,akkata,K (MASC),
LX001761,sid,ʔalattiʧʧo,Noun,,,,person.from.Aletta-SGLT.K,ʔalatt(a)-iʧʧo,xalatt(a)-icco (SGLT.K),alattichcho,K (MASC),
LX001762,sid,ʔalattoota,Noun,,,,person.from.Aletta-PL,ʔalatt(a)-oota,xalatt(a)-oota (PL),alattoota,K (MASC),
LX001763,sid,ʔalba,Noun,,,,,,,alba,K (MASC),
LX001764,sid,ʔalba,adverbial,,,,N-GEN face-DAT/ABL/LOC,ɲ-GEɲ ʔalba-ɗAtʼ/ABL/LOʧʼ,N-GEN xalba-DAT/ABL/LOC,alba,,
LX001765,sid,ʔalba,adverbial,,,,,,,alba,,
LX001766,sid,ʔalba ʔassi,Verb,,,,face do,ʔalba ʔass-,xalba ('face') xass ('do')-,alba assi,COMP,
LX001767,sid,ʔalbaanni,postposition,,,,face-ABL,ʔalbi-nni,xalba-nni (ABL),albanni,TEMP/LOC,
LX001768,sid,ʔalbii,adjective,,,,face-DER,ʔalba-ii,xalba-ii (DER),albii,,
LX001769,sid,ʔalbii yannara,adverbial,,,,face-DER time-DAT,ʔalb-ii yanna-ra,xalb-ii (DER) yanna-ra (DAT),albii yannara,,
LX001770,sid,ʔalbiidi,adjective,,,,face-DER,ʔalb(a)-iidi,xalb(a)-iidi (DER),albiidi,,
LX001771,sid,ʔalbiido,Noun,,,,face-DER,ʔalb(a)-iido,xalb(a)-iido (DER),albiido,K (MASC),
LX001772,sid,ʔalbilitte,Noun,,,,face-DER,ʔalb(a)-ilitte,xalb(a)-ilitte (DER),albilitte,T (FEM),
LX001773,sid,ʔalbira,subordinator,,,,face-OBL-DAT,ʔalb(a)-i-ra,xalb(a)-i (OBL)-ra (DAT),albira,TEMP,
LX001774,sid,ʔalbisa,Noun,,,,face-isa,ʔalb(a)-isa,xalb(a)-isa (DER),albisa,K (MASC),
LX001775,sid,ʔalbisi,Verb,,,,face-VBLZ-,ʔalb(a)-is-,xalb(a)-is (VBLZ)-,albisi,,
